order_id,customer_id,order_date,status,region_code
ORD000077,CUST00032,2025-07-02 01:01:06,SHIPPED,WEST
ORD000078,CUST00303,2025-11-03 08:42:56,DELIVERED,EAST
ORD000079,CUST00012,2025-09-01 19:41:11,PLACED,NORTH
ORD000080,UNKNOWN,2025-10-05 07:42:03,DELIVERED,NORTH
ORD000081,CUST00353,2024-12-10 08:18:37,DELIVERED,SOUTH
ORD000082,CUST00227,2025-10-21 00:48:58,SHIPPED,SOUTH
ORD000083,CUST00056,2026-04-21 04:15:54,RETURNED,WEST
ORD000084,CUST00075,2025-02-09 15:24:22,SHIPPED,SOUTH
ORD000085,CUST00499,2025-03-12 20:45:22,DELIVERED,SOUTH
ORD000086,CUST00072,2026-05-29 00:40:28,DELIVERED,EAST
ORD000087,CUST00314,2025-12-19 12:14:39,DELIVERED,EAST
ORD000088,CUST00439,2024-11-06 00:00:00,SHIPPED,SOUTH
ORD000089,CUST00447,2025-01-29 18:56:01,PLACED,EAST
ORD000090,CUST00474,2025-06-09 19:19:19,SHIPPED,NORTH
ORD000091,CUST00084,2026-04-13 17:24:23,CANCELLED,SOUTH
ORD000092,CUST00079,2026-01-14 21:26:22,PLACED,NORTH
ORD000093,CUST00415,2026-02-16 08:10:47,RETURNED,EAST
ORD000094,CUST00484,2025-11-18 18:58:44,DELIVERED,SOUTH
ORD000095,CUST00298,2024-10-10 20:58:31,DELIVERED,WEST
ORD000096,CUST00011,2025-11-25 14:28:12,RETURNED,SOUTH
ORD000097,CUST00144,2025-06-10 11:23:59,DELIVERED,SOUTH
ORD000098,CUST00496,2026-06-28 08:44:36,SHIPPED,WEST
ORD000099,CUST00271,2025-04-11 20:01:07,DELIVERED,EAST
ORD000100,CUST00466,2026-05-14 00:00:00,RETURNED,EAST
ORD000101,CUST00281,2026-04-08 08:23:41,DELIVERED,SOUTH
ORD000102,CUST00388,2025-04-08 14:52:23,CANCELLED,NORTH
ORD000103,CUST00386,2026-06-03 13:28:20,DELIVERED,EAST
ORD000104,CUST00494,2026-05-18 23:19:53,DELIVERED,SOUTH
ORD000105,CUST00236,2024-08-27 18:16:35,SHIPPED,SOUTH
ORD000106,CUST00371,2025-10-09 11:43:08,PLACED,SOUTH
ORD000107,CUST00339,2026-01-09 07:47:11,DELIVERED,WEST
ORD000108,CUST00166,2025-11-13 15:02:03,PLACED,NORTH
ORD000109,CUST00165,2024-10-11 12:41:09,PLACED,SOUTH
ORD000110,CUST00265,2026-06-15 08:54:13,RETURNED,NORTH
ORD000111,CUST00291,2024-09-03 11:42:56,DELIVERED,WEST
ORD000112,CUST00175,2024-12-16 06:29:08,DELIVERED,SOUTH
ORD000113,CUST00271,2024-11-06 03:48:24,SHIPPED,WEST
ORD000114,CUST00071,2024-12-24 09:17:14,PLACED,NORTH
ORD000115,CUST00517,2025-12-12 10:47:19,PLACED,NORTH
ORD000116,CUST00040,2026-05-11 15:44:34,DELIVERED,NORTH
ORD000117,CUST00134,2026-05-30 11:27:44,CANCELLED,WEST
ORD000118,CUST00380,2026-05-09 00:00:00,DELIVERED,SOUTH
ORD000119,CUST00494,2026-03-04 03:37:50,DELIVERED,NORTH
ORD000120,CUST00261,2025-07-04 11:48:18,RETURNED,NORTH
ORD000121,CUST00419,2025-01-15 03:04:51,DELIVERED,NORTH
ORD000122,CUST00121,2025-08-06 00:00:00,DELIVERED,EAST
ORD000123,CUST00110,2024-10-27 02:31:46,DELIVERED,EAST
ORD000124,CUST00434,2025-09-10 11:27:50,SHIPPED,WEST
ORD000125,CUST00424,2025-08-31 17:13:47,DELIVERED,EAST
ORD000126,CUST00496,2025-01-12 00:00:21,DELIVERED,WEST
ORD000127,CUST00122,2026-01-30 17:30:53,DELIVERED,SOUTH
ORD000128,CUST00411,2026-03-01 10:51:43,DELIVERED,NORTH
ORD000129,CUST00006,2026-03-15 15:46:46,PLACED,WEST
ORD000130,CUST00270,2024-12-18 03:20:41,DELIVERED,WEST
ORD000131,CUST00411,2025-10-18 18:23:45,SHIPPED,NORTH
ORD000132,CUST00180,2025-11-08 05:08:34,PLACED,EAST
ORD000133,CUST00238,2025-10-19 17:13:13,PLACED,SOUTH
ORD000134,CUST00162,2024-09-04 08:06:54,DELIVERED,EAST
ORD000135,CUST00416,2025-09-27 02:34:26,PLACED,NORTH
ORD000136,CUST00292,2026-01-13 21:27:15,RETURNED,EAST
ORD000137,CUST00284,2024-12-21 15:42:06,SHIPPED,WEST
ORD000138,CUST00268,2024-11-11 20:07:57,PLACED,NORTH
ORD000139,CUST00349,2024-09-27 18:27:12,RETURNED,EAST
ORD000140,CUST00387,2025-09-09 07:28:17,SHIPPED,EAST
ORD000141,CUST00470,2025-12-10 07:05:36,DELIVERED,NORTH
ORD000142,CUST00265,2024-08-20 08:33:01,DELIVERED,SOUTH
ORD000143,CUST00236,2026-03-12 09:20:14,RETURNED,NORTH
ORD000144,CUST00270,2025-01-07 17:06:18,DELIVERED,EAST
ORD000145,CUST00183,2025-07-04 00:53:07,SHIPPED,EAST
ORD000146,CUST00195,2025-07-21 11:16:10,SHIPPED,SOUTH
ORD000147,CUST00212,2024-12-23 21:59:09,SHIPPED,EAST
ORD000148,CUST00110,2024-09-29 23:56:41,DELIVERED,WEST
ORD000149,CUST00044,2026-04-18 13:18:39,DELIVERED,WEST
ORD000150,CUST00282,2025-07-15 02:31:21,DELIVERED,EAST
ORD000151,CUST00132,2024-08-09 22:38:34,DELIVERED,NORTH
ORD000152,CUST00404,2026-04-28 04:16:07,SHIPPED,NORTH
ORD000153,CUST00472,2025-03-01 01:24:49,PLACED,SOUTH
ORD000154,CUST00104,2025-03-08 15:49:05,CANCELLED,SOUTH
ORD000155,CUST00243,2025-01-24 03:22:52,DELIVERED,EAST
ORD000156,CUST00435,2024-12-09 09:51:27,DELIVERED,EAST
ORD000157,CUST00287,2025-06-13 23:26:42,PLACED,SOUTH
ORD000158,CUST00277,2026-03-15 10:31:36,DELIVERED,WEST
ORD000159,CUST00154,2025-07-01 06:21:53,SHIPPED,WEST
ORD000160,CUST00324,2026-02-28 20:54:53,SHIPPED,NORTH
ORD000161,CUST00168,2024-08-14 12:24:25,SHIPPED,NORTH
ORD000162,CUST00343,2025-01-16 15:41:42,DELIVERED,EAST
ORD000163,CUST00422,2024-10-01 01:16:42,DELIVERED,SOUTH
ORD000164,CUST00179,2026-02-24 23:15:49,SHIPPED,WEST
ORD000165,CUST00458,2026-05-20 21:11:55,DELIVERED,WEST
ORD000166,CUST00149,2026-05-04 06:44:36,CANCELLED,EAST
ORD000167,CUST00415,2026-04-19 05:54:18,PLACED,EAST
ORD000168,CUST00325,2025-11-18 02:17:39,SHIPPED,WEST
ORD000169,CUST00456,2026-02-25 11:39:32,DELIVERED,WEST
ORD000170,CUST00189,2026-04-23 00:00:00,DELIVERED,EAST
ORD000171,CUST00082,2024-12-09 10:35:05,PLACED,NORTH
ORD000172,CUST00485,2025-08-28 20:47:37,DELIVERED,NORTH
ORD000173,CUST00160,2024-09-02 08:55:25,CANCELLED,EAST
ORD000174,CUST00291,2025-06-08 02:21:24,PLACED,SOUTH
ORD000175,UNKNOWN,2025-11-26 06:42:00,RETURNED,WEST
ORD000176,CUST00279,2025-08-28 22:52:22,RETURNED,SOUTH
ORD000177,CUST00468,2025-11-01 00:49:34,CANCELLED,WEST
ORD000178,CUST00318,2026-06-04 20:48:12,DELIVERED,NORTH
ORD000179,CUST00375,2025-05-15 01:17:01,SHIPPED,NORTH
ORD000180,CUST00140,2025-03-22 23:43:38,DELIVERED,WEST
ORD000181,CUST00489,2025-02-16 00:00:00,DELIVERED,EAST
ORD000182,CUST00008,2025-08-28 16:39:49,DELIVERED,WEST
ORD000183,CUST00168,2026-01-05 04:39:27,DELIVERED,WEST
ORD000184,CUST00082,2025-05-22 20:21:37,DELIVERED,EAST
ORD000185,CUST00276,2025-05-15 14:20:02,PLACED,SOUTH
ORD000186,CUST00467,2025-10-21 16:33:31,DELIVERED,WEST
ORD000187,CUST00020,2024-10-25 00:00:00,DELIVERED,SOUTH
ORD000188,CUST00289,2025-01-23 23:24:31,DELIVERED,NORTH
ORD000189,CUST00155,2024-07-10 07:44:19,SHIPPED,EAST
ORD000190,CUST00511,2025-04-13 08:35:28,DELIVERED,EAST
ORD000191,CUST00150,2024-08-11 09:52:41,DELIVERED,WEST
ORD000192,CUST00257,2026-03-25 15:54:19,PLACED,SOUTH
ORD000193,CUST00454,2025-01-06 20:41:05,PLACED,WEST
ORD000194,CUST00097,2025-08-07 15:59:06,SHIPPED,WEST
ORD000195,CUST00320,2026-06-26 01:33:53,DELIVERED,NORTH
ORD000196,CUST00126,2025-01-11 15:20:22,SHIPPED,EAST
ORD000197,CUST00224,2024-09-24 14:23:12,DELIVERED,NORTH
ORD000198,CUST00283,2025-09-26 00:47:14,DELIVERED,NORTH
ORD000199,CUST00487,2025-12-15 14:04:32,DELIVERED,NORTH
ORD000200,CUST00512,2024-09-07 21:05:46,SHIPPED,NORTH
ORD000201,CUST00158,2025-12-25 14:57:06,PLACED,WEST
ORD000202,CUST00356,2026-03-16 13:19:44,DELIVERED,NORTH
ORD000203,CUST00367,2026-01-12 13:01:36,CANCELLED,WEST
ORD000204,CUST00302,2025-08-24 10:32:39,SHIPPED,SOUTH
ORD000205,CUST00332,2026-01-18 18:13:05,CANCELLED,SOUTH
ORD000206,CUST00159,2025-06-12 22:22:35,SHIPPED,EAST
ORD000207,CUST00519,2025-04-19 07:07:55,CANCELLED,EAST
ORD000208,CUST00245,2025-03-04 23:25:08,DELIVERED,WEST
ORD000209,CUST00510,2026-02-13 15:33:57,DELIVERED,EAST
ORD000210,CUST00330,2024-09-22 16:26:54,DELIVERED,NORTH
ORD000211,CUST00133,2024-11-14 15:18:58,SHIPPED,WEST
ORD000212,CUST00033,2025-09-15 09:41:10,DELIVERED,WEST
ORD000213,CUST00263,2024-08-06 00:16:12,DELIVERED,NORTH
ORD000214,UNKNOWN,2026-06-14 06:35:18,DELIVERED,NORTH
ORD000215,CUST00063,2025-04-05 05:23:49,RETURNED,WEST
ORD000216,CUST00060,2026-03-30 15:03:55,DELIVERED,NORTH
ORD000217,CUST00080,2024-12-13 13:54:59,PLACED,SOUTH
ORD000218,CUST00195,2024-11-25 21:15:18,SHIPPED,SOUTH
ORD000219,CUST00426,2026-01-29 09:42:57,DELIVERED,EAST
ORD000220,CUST00438,2026-05-15 14:16:49,DELIVERED,WEST
ORD000221,CUST00162,2025-08-17 13:52:26,DELIVERED,EAST
ORD000222,CUST00333,2026-04-16 02:28:05,DELIVERED,WEST
ORD000223,CUST00332,2025-10-14 10:53:42,DELIVERED,WEST
ORD000224,CUST00261,2025-04-04 12:17:36,DELIVERED,WEST
ORD000225,UNKNOWN,2024-07-25 19:24:39,DELIVERED,SOUTH
ORD000226,CUST00310,2024-07-03 23:41:58,SHIPPED,EAST
ORD000227,UNKNOWN,2026-03-29 07:19:06,CANCELLED,SOUTH
ORD000228,CUST00472,2025-04-01 03:09:05,SHIPPED,SOUTH
ORD000229,CUST00308,2024-09-08 06:29:00,DELIVERED,SOUTH
ORD000230,CUST00333,2026-03-06 18:03:11,DELIVERED,NORTH
ORD000231,CUST00308,2024-07-27 21:54:17,DELIVERED,NORTH
ORD000232,CUST00343,2025-03-26 03:08:12,DELIVERED,NORTH
ORD000233,CUST00233,2026-01-30 14:59:17,DELIVERED,NORTH
ORD000234,CUST00392,2024-08-09 22:15:57,PLACED,SOUTH
ORD000235,CUST00227,2024-10-25 21:03:21,DELIVERED,WEST
ORD000236,CUST00517,2024-09-06 20:30:56,SHIPPED,WEST
ORD000237,CUST00345,2024-09-01 00:00:00,DELIVERED,WEST
ORD000238,CUST00409,2025-07-23 15:54:31,DELIVERED,SOUTH
ORD000239,CUST00203,2025-07-12 19:38:16,DELIVERED,SOUTH
ORD000240,CUST00273,2026-02-22 05:19:31,DELIVERED,NORTH
ORD000241,CUST00424,2025-05-23 20:37:00,SHIPPED,EAST
ORD000242,CUST00025,2026-02-16 17:08:49,RETURNED,WEST
ORD000243,CUST00452,2024-08-02 17:49:33,SHIPPED,EAST
ORD000244,CUST00088,2024-09-24 04:00:31,SHIPPED,SOUTH
ORD000245,CUST00295,2024-07-09 13:15:17,CANCELLED,EAST
ORD000246,CUST00024,2025-03-13 15:52:41,DELIVERED,SOUTH
ORD000247,CUST00265,2025-08-29 03:37:20,DELIVERED,SOUTH
ORD000248,CUST00019,2025-04-17 09:42:17,DELIVERED,NORTH
ORD000249,CUST00062,2025-02-04 11:38:38,DELIVERED,EAST
ORD000250,CUST00009,2024-08-19 14:43:14,SHIPPED,EAST
ORD000251,CUST00020,2025-02-11 01:45:37,DELIVERED,SOUTH
ORD000252,CUST00102,2026-05-31 22:38:39,CANCELLED,NORTH
ORD000253,CUST00513,2025-06-19 14:43:49,DELIVERED,NORTH
ORD000254,CUST00313,2025-03-14 23:26:11,DELIVERED,NORTH
ORD000255,CUST00361,2025-03-31 21:58:34,SHIPPED,EAST
ORD000256,CUST00264,2026-05-12 08:58:45,RETURNED,NORTH
ORD000257,CUST00287,2024-12-21 02:24:50,CANCELLED,SOUTH
ORD000258,CUST00392,2025-08-07 08:07:54,DELIVERED,SOUTH
ORD000259,CUST00157,2025-05-26 03:07:53,RETURNED,EAST
ORD000260,CUST00135,2024-12-06 11:28:57,DELIVERED,SOUTH
ORD000261,CUST00317,2025-12-15 16:24:58,DELIVERED,SOUTH
ORD000262,CUST00149,2025-11-20 14:17:39,RETURNED,EAST
ORD000263,CUST00122,2024-11-18 21:46:37,CANCELLED,NORTH
ORD000264,CUST00424,2025-05-14 07:32:10,DELIVERED,EAST
ORD000265,CUST00193,2024-09-19 19:36:41,PLACED,EAST
ORD000266,CUST00237,2025-10-05 02:13:00,DELIVERED,EAST
ORD000267,CUST00489,2024-10-11 00:48:13,DELIVERED,EAST
ORD000268,CUST00397,2025-07-15 14:27:27,SHIPPED,SOUTH
ORD000269,UNKNOWN,2026-02-12 17:17:05,RETURNED,WEST
ORD000270,CUST00208,2026-02-07 11:13:38,SHIPPED,WEST
ORD000271,CUST00502,2025-12-15 03:56:16,DELIVERED,SOUTH
ORD000272,CUST00043,2025-10-14 01:53:00,DELIVERED,EAST
ORD000273,CUST00040,2025-08-07 06:51:01,DELIVERED,NORTH
ORD000274,CUST00252,2025-08-05 18:33:57,RETURNED,NORTH
ORD000275,CUST00051,2024-11-23 08:18:52,DELIVERED,EAST
ORD000276,CUST00293,2025-06-22 05:22:56,SHIPPED,NORTH
ORD000277,CUST00146,2025-06-23 22:59:08,DELIVERED,NORTH
ORD000278,CUST00139,2025-04-30 04:32:32,DELIVERED,SOUTH
ORD000279,CUST00207,2026-05-15 09:08:35,SHIPPED,SOUTH
ORD000280,CUST00127,2024-09-07 17:10:32,DELIVERED,EAST
ORD000281,CUST00394,2026-01-14 11:09:29,DELIVERED,SOUTH
ORD000282,CUST00390,2024-08-01 23:42:59,RETURNED,SOUTH
ORD000283,CUST00149,2024-11-14 19:33:57,PLACED,EAST
ORD000284,CUST00457,2025-02-08 04:30:25,PLACED,SOUTH
ORD000285,CUST00004,2025-10-25 10:36:48,PLACED,WEST
ORD000286,CUST00006,2025-10-14 02:53:22,SHIPPED,WEST
ORD000287,CUST00453,2024-08-29 13:27:45,PLACED,EAST
ORD000288,CUST00213,2024-08-05 21:09:37,PLACED,EAST
ORD000289,UNKNOWN,2026-04-23 00:00:00,DELIVERED,EAST
ORD000290,CUST00090,2024-08-05 23:15:31,RETURNED,SOUTH
ORD000291,CUST00182,2025-06-17 13:21:36,DELIVERED,NORTH
ORD000292,CUST00307,2025-03-06 15:04:59,DELIVERED,NORTH
ORD000293,CUST00067,2025-02-11 08:02:42,PLACED,EAST
ORD000294,CUST00424,2025-08-10 09:21:43,SHIPPED,NORTH
ORD000295,CUST00090,2025-07-09 13:22:45,DELIVERED,EAST
ORD000296,CUST00325,2025-01-16 13:39:42,RETURNED,EAST
ORD000297,CUST00509,2025-08-06 13:15:57,DELIVERED,SOUTH
ORD000298,CUST00239,2025-12-31 06:16:05,SHIPPED,NORTH
ORD000299,UNKNOWN,2025-10-27 16:40:51,DELIVERED,SOUTH
ORD000300,CUST00425,2025-05-16 00:00:00,SHIPPED,SOUTH
ORD000301,UNKNOWN,2024-12-02 03:38:52,SHIPPED,NORTH
ORD000302,CUST00519,2025-08-30 01:52:17,PLACED,EAST
ORD000303,CUST00030,2026-04-06 03:38:57,SHIPPED,EAST
ORD000304,CUST00491,2026-06-10 11:45:53,PLACED,SOUTH
ORD000305,CUST00472,2026-05-22 18:25:12,CANCELLED,WEST
ORD000306,CUST00424,2026-06-19 12:30:23,CANCELLED,EAST
ORD000307,CUST00324,2025-09-03 02:30:03,SHIPPED,EAST
ORD000308,CUST00363,2024-08-19 07:32:53,SHIPPED,NORTH
ORD000309,CUST00385,2025-10-28 12:15:23,SHIPPED,WEST
ORD000310,CUST00120,2026-05-01 10:26:32,SHIPPED,EAST
ORD000311,CUST00279,2025-05-16 08:20:08,CANCELLED,EAST
ORD000312,CUST00310,2024-12-13 18:23:13,SHIPPED,EAST
ORD000313,CUST00207,2026-06-08 07:23:51,DELIVERED,WEST
ORD000314,CUST00158,2024-11-23 15:03:01,DELIVERED,EAST
ORD000315,CUST00147,2026-02-16 13:25:14,CANCELLED,SOUTH
ORD000316,CUST00038,2025-06-20 16:29:44,CANCELLED,NORTH
ORD000317,UNKNOWN,2026-06-23 00:00:00,CANCELLED,NORTH
ORD000318,CUST00048,2024-09-16 23:13:25,DELIVERED,EAST
ORD000319,UNKNOWN,2026-02-08 00:35:50,CANCELLED,EAST
ORD000320,CUST00294,2025-01-29 18:22:08,DELIVERED,NORTH
ORD000321,CUST00162,2025-01-27 10:12:32,RETURNED,NORTH
ORD000322,CUST00359,2025-08-29 14:09:57,PLACED,EAST
ORD000323,CUST00176,2024-08-23 05:18:40,CANCELLED,WEST
ORD000324,CUST00030,2025-06-29 12:23:41,PLACED,WEST
ORD000325,CUST00437,2025-04-29 07:06:20,DELIVERED,WEST
ORD000326,CUST00320,2025-03-14 00:22:01,DELIVERED,NORTH
ORD000327,CUST00477,2025-09-12 21:36:27,CANCELLED,WEST
ORD000328,CUST00318,2025-12-12 12:50:31,DELIVERED,WEST
ORD000329,CUST00230,2024-10-18 12:24:50,DELIVERED,EAST
ORD000330,CUST00339,2026-03-03 13:08:54,SHIPPED,WEST
ORD000331,UNKNOWN,2025-07-03 02:07:21,DELIVERED,SOUTH
ORD000332,CUST00357,2025-10-11 08:49:49,DELIVERED,WEST
ORD000333,CUST00110,2025-03-08 23:53:59,PLACED,EAST
ORD000334,CUST00411,2025-09-30 13:38:09,DELIVERED,SOUTH
ORD000335,CUST00394,2024-08-19 04:41:39,CANCELLED,WEST
ORD000336,CUST00446,2025-09-12 10:49:50,DELIVERED,SOUTH
ORD000337,CUST00080,2026-01-24 04:02:54,DELIVERED,WEST
ORD000338,CUST00475,2025-03-08 14:44:06,CANCELLED,SOUTH
ORD000339,CUST00416,2024-08-21 22:49:41,DELIVERED,WEST
ORD000340,CUST00063,2024-09-07 04:54:19,PLACED,NORTH
ORD000341,CUST00153,2025-06-15 17:18:10,DELIVERED,WEST
ORD000342,CUST00325,2025-02-16 16:43:09,RETURNED,EAST
ORD000343,CUST00446,2026-01-07 09:50:45,SHIPPED,NORTH
ORD000344,CUST00414,2026-04-18 06:20:31,SHIPPED,EAST
ORD000345,CUST00055,2024-06-29 12:58:05,CANCELLED,EAST
ORD000346,CUST00289,2026-05-02 00:00:00,DELIVERED,WEST
ORD000347,CUST00392,2025-05-10 06:14:42,DELIVERED,SOUTH
ORD000348,CUST00193,2025-09-03 07:03:23,RETURNED,WEST
ORD000349,CUST00129,2024-10-11 00:00:00,DELIVERED,SOUTH
ORD000350,CUST00499,2025-11-21 21:53:25,RETURNED,NORTH
ORD000351,CUST00426,2026-04-27 23:39:26,DELIVERED,WEST
ORD000352,CUST00466,2025-07-29 13:25:48,CANCELLED,WEST
ORD000353,CUST00191,2025-05-24 19:34:08,DELIVERED,SOUTH
ORD000354,CUST00276,2025-05-13 23:49:10,DELIVERED,NORTH
ORD000355,CUST00495,2025-12-28 09:12:38,DELIVERED,NORTH
ORD000356,CUST00287,2025-06-25 00:17:20,DELIVERED,NORTH
ORD000357,CUST00080,2025-12-12 05:18:42,DELIVERED,EAST
ORD000358,CUST00352,2025-08-18 10:59:26,DELIVERED,WEST
ORD000359,CUST00340,2025-05-21 21:33:24,RETURNED,EAST
ORD000360,CUST00037,2025-12-20 17:56:25,DELIVERED,EAST
ORD000361,CUST00485,2025-09-20 22:34:43,PLACED,EAST
ORD000362,CUST00028,2025-02-06 15:52:44,PLACED,NORTH
ORD000363,CUST00285,2025-01-10 15:49:06,SHIPPED,EAST
ORD000364,UNKNOWN,2024-09-23 12:40:45,RETURNED,SOUTH
ORD000365,CUST00379,2026-03-18 08:29:23,DELIVERED,SOUTH
ORD000366,CUST00034,2025-03-22 04:23:51,RETURNED,SOUTH
ORD000367,CUST00423,2026-02-17 05:56:39,DELIVERED,SOUTH
ORD000368,CUST00354,2024-08-10 01:57:13,DELIVERED,NORTH
ORD000369,CUST00476,2025-05-04 14:23:22,DELIVERED,SOUTH
ORD000370,CUST00400,2025-07-02 12:14:19,DELIVERED,WEST
ORD000371,UNKNOWN,2026-06-19 01:55:42,DELIVERED,EAST
ORD000372,CUST00043,2024-09-12 12:15:00,DELIVERED,WEST
ORD000373,CUST00280,2025-03-16 01:29:34,CANCELLED,EAST
ORD000374,CUST00401,2025-06-22 00:56:05,DELIVERED,SOUTH
ORD000375,CUST00185,2025-02-27 05:01:14,DELIVERED,NORTH
ORD000376,UNKNOWN,2024-09-12 18:29:04,DELIVERED,EAST
ORD000377,CUST00291,2025-01-10 12:55:53,PLACED,NORTH
ORD000378,CUST00223,2025-10-07 10:35:36,DELIVERED,NORTH
ORD000379,CUST00134,2025-04-16 21:37:15,CANCELLED,SOUTH
ORD000380,CUST00189,2025-01-11 15:46:05,DELIVERED,NORTH
ORD000381,CUST00284,2026-02-16 11:08:29,RETURNED,EAST
ORD000382,CUST00076,2025-01-30 06:15:39,DELIVERED,EAST
