item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000215,ORD000087,PROD00172,9,219.83,32.71
ITEM000216,ORD000087,PROD00195,9,793.15,42.79
ITEM000217,ORD000088,PROD00219,6,351.38,40.21
ITEM000218,ORD000088,PROD00324,-2,920.26,6.6
ITEM000219,ORD000089,PROD00378,4,825.14,76.75
ITEM000220,ORD000089,PROD00512,2,1426.5,79.13
ITEM000221,ORD000089,PROD00176,2,1201.73,98.14
ITEM000222,ORD000090,PROD00137,6,1956.15,66.64
ITEM000223,ORD000090,PROD00070,10,1824.65,44.89
ITEM000224,ORD000090,PROD00524,4,1009.32,70.46
ITEM000225,ORD000090,PROD00014,10,1519.09,12.41
ITEM000226,ORD000091,PROD00439,10,163.38,13.76
ITEM000227,ORD000091,PROD00511,3,754.62,64.2
ITEM000228,ORD000092,PROD00455,6,272.86,31.75
ITEM000229,ORD000092,PROD00041,7,1297.85,28.85
ITEM000230,ORD000093,PROD00235,6,688.74,20.58
ITEM000231,ORD000094,PROD00255,4,1218.09,38.15
ITEM000232,ORD000095,PROD00188,1,133.91,49.16
ITEM000233,ORD000095,PROD00198,3,1876.86,12.56
ITEM000234,ORD000095,PROD00178,4,476.44,7.82
ITEM000235,ORD000096,PROD00319,4,493.63,17.64
ITEM000236,ORD000096,PROD00255,10,899.3,63.56
ITEM000237,ORD000096,PROD00279,8,164.63,97.26
ITEM000238,ORD000096,PROD00408,8,885.55,50.53
ITEM000239,ORD000097,PROD00160,8,44.52,38.14
ITEM000240,ORD000097,PROD00086,5,1192.39,15.28
ITEM000241,ORD000097,PROD00180,8,615.17,28.32
ITEM000242,ORD000097,PROD00493,3,1431.15,19.57
ITEM000243,ORD000098,PROD00005,-5,1462.09,37.43
ITEM000244,ORD000098,PROD00415,7,1941.13,37.31
ITEM000245,ORD000099,PROD00316,10,147.11,88.5
ITEM000246,ORD000099,PROD00128,10,328.91,76.3
ITEM000247,ORD000099,PROD00262,6,1021.67,48.86
ITEM000248,ORD000099,PROD00378,7,1853.4,73.57
ITEM000249,ORD000100,PROD00490,6,1263.75,67.64
ITEM000250,ORD000100,PROD00152,8,1888.81,14.74
ITEM000251,ORD000101,PROD00166,-1,1290.57,91.69
ITEM000252,ORD000101,PROD00408,2,1039.48,18.88
ITEM000253,ORD000102,PROD00170,5,1385.21,50.06
ITEM000254,ORD000102,PROD00392,7,1506.16,92.43
ITEM000255,ORD000102,PROD00092,10,1554.5,34.44
ITEM000256,ORD000102,PROD00147,4,1860.38,39.8
ITEM000257,ORD000103,PROD00007,8,8.15,6.98
ITEM000258,ORD000103,PROD00428,5,1467.42,17.06
ITEM000259,ORD000103,PROD00384,3,400.05,18.2
ITEM000260,ORD000104,PROD00462,4,375.35,5.9
ITEM000261,ORD000105,PROD00197,7,884.26,91.3
ITEM000262,ORD000105,PROD00112,3,164.22,8.57
ITEM000263,ORD000106,PROD00284,1,1173.36,47.79
ITEM000264,ORD000107,PROD00010,1,1332.32,78.92
ITEM000265,ORD000108,PROD00100,1,754.45,52.01
ITEM000266,ORD000109,PROD00498,6,1210.72,33.66
ITEM000267,ORD000109,PROD00352,4,1882.28,66.51
ITEM000268,ORD000109,PROD00388,6,1746.79,80.63
ITEM000269,ORD000110,PROD00468,7,1451.81,88.8
ITEM000270,ORD000111,PROD00027,9,562.54,69.93
ITEM000271,ORD000111,PROD00255,10,1373.94,86.99
ITEM000272,ORD000112,PROD00193,-3,38.18,36.02
ITEM000273,ORD000112,PROD00047,6,1357.47,23.36
ITEM000274,ORD000112,PROD00497,10,1588.95,34.83
ITEM000275,ORD000112,PROD00488,2,1469.88,29.39
ITEM000276,ORD000113,PROD00147,10,1570.8,71.67
ITEM000277,ORD000113,PROD00033,2,606.19,67.31
ITEM000278,ORD000114,PROD00173,2,966.93,54.07
ITEM000279,ORD000114,PROD00250,2,215.41,99.34
ITEM000280,ORD000114,PROD00030,6,1805.78,76.63
ITEM000281,ORD000114,PROD00226,8,1903.25,67.06
ITEM000282,ORD000115,PROD00504,6,1744.52,93.18
ITEM000283,ORD000115,PROD00067,7,1820.78,74.3
ITEM000284,ORD000116,PROD00448,4,521.89,29.1
ITEM000285,ORD000116,PROD00115,10,1874.74,74.46
ITEM000286,ORD000116,PROD00119,3,1707.39,95.41
ITEM000287,ORD000116,PROD00002,10,1073.53,84.71
ITEM000288,ORD000117,PROD00328,3,1041.9,60.16
ITEM000289,ORD000117,PROD00228,1,1078.89,46.06
ITEM000290,ORD000117,PROD00149,5,1675.25,49.98
ITEM000291,ORD000117,PROD00467,5,296.01,66.54
ITEM000292,ORD000118,PROD00328,2,550.54,84.77
ITEM000293,ORD000119,PROD00221,7,122.33,81.02
ITEM000294,ORD000119,PROD00157,4,1696.9,93.44
ITEM000295,ORD000119,PROD00231,1,1846.7,77.6
ITEM000296,ORD000119,PROD00500,5,1968.86,65.93
ITEM000297,ORD000120,PROD00023,6,847.76,47.34
ITEM000298,ORD000120,PROD00357,7,148.29,72.68
ITEM000299,ORD000121,PROD00200,9,790.58,13.09
ITEM000300,ORD000121,PROD00056,5,917.78,16.37
ITEM000301,ORD000121,PROD00141,8,585.71,14.48
ITEM000302,ORD000122,PROD00201,1,727.64,85.61
ITEM000303,ORD000122,PROD00105,3,756.23,98.27
ITEM000304,ORD000123,PROD00058,8,363.37,5.25
ITEM000305,ORD000123,PROD00528,10,870.47,14.86
ITEM000306,ORD000124,PROD00251,4,796.31,30.27
ITEM000307,ORD000124,PROD00177,7,1552.82,99.12
ITEM000308,ORD000124,PROD00092,7,554.06,65.32
ITEM000309,ORD000124,PROD00377,-1,169.86,48.92
ITEM000310,ORD000125,PROD00024,10,961.6,69.37
ITEM000311,ORD000125,PROD00097,3,771.0,100.0
ITEM000312,ORD000126,PROD00306,2,653.83,71.38
ITEM000313,ORD000126,PROD00190,1,790.62,81.75
ITEM000314,ORD000126,PROD00501,10,1080.27,81.88
ITEM000315,ORD000126,PROD00128,4,1931.53,89.76
ITEM000316,ORD000127,PROD00185,-4,1602.02,12.3
ITEM000317,ORD000127,PROD00132,3,180.2,25.68
ITEM000318,ORD000128,PROD00087,9,600.66,96.63
ITEM000319,ORD000129,PROD00434,1,500.43,4.62
ITEM000320,ORD000129,PROD00532,5,1320.02,44.49
ITEM000321,ORD000130,PROD00321,6,1214.31,51.06
ITEM000322,ORD000130,PROD00102,1,478.02,18.81
ITEM000323,ORD000130,PROD00307,4,1915.06,60.21
ITEM000324,ORD000130,PROD00222,5,261.34,62.23
ITEM000325,ORD000131,PROD00262,3,803.12,8.33
ITEM000326,ORD000132,PROD00436,3,1074.13,7.06
ITEM000327,ORD000132,PROD00276,4,1430.32,56.36
ITEM000328,ORD000132,PROD00524,7,1644.03,31.64
ITEM000329,ORD000133,PROD00389,-5,498.76,27.01
ITEM000330,ORD000133,PROD00113,7,136.59,64.02
ITEM000331,ORD000133,PROD00372,5,296.93,79.81
ITEM000332,ORD000133,PROD00281,-4,1959.07,22.22
ITEM000333,ORD000134,PROD00127,5,1179.71,80.68
ITEM000334,ORD000135,PROD00358,5,1105.33,60.75
ITEM000335,ORD000136,PROD00175,7,365.44,80.61
ITEM000336,ORD000137,PROD00489,5,23.95,51.36
ITEM000337,ORD000137,PROD00160,3,760.71,73.54
ITEM000338,ORD000137,PROD00055,6,1416.47,24.91
ITEM000339,ORD000137,PROD00429,3,880.73,35.4
ITEM000340,ORD000138,PROD00515,7,1043.59,71.85
ITEM000341,ORD000138,PROD00235,2,1895.17,40.65
ITEM000342,ORD000138,PROD00321,2,158.0,24.0
ITEM000343,ORD000138,PROD00096,1,173.75,28.59
ITEM000344,ORD000139,PROD00011,7,1355.68,93.24
ITEM000345,ORD000139,PROD00140,9,1371.82,67.68
ITEM000346,ORD000139,PROD00128,10,384.42,83.14
ITEM000347,ORD000139,PROD00008,9,1500.59,24.42
ITEM000348,ORD000140,PROD00460,9,1808.08,17.48
ITEM000349,ORD000141,PROD00137,1,848.33,37.91
ITEM000350,ORD000141,PROD00383,6,1828.52,24.98
ITEM000351,ORD000141,PROD00121,8,590.62,21.31
ITEM000352,ORD000142,PROD00223,9,1652.33,3.54
ITEM000353,ORD000142,PROD00475,8,119.71,0.59
ITEM000354,ORD000142,PROD00472,6,218.79,34.97
ITEM000355,ORD000142,PROD00191,1,207.17,49.2
ITEM000356,ORD000143,PROD00527,7,252.07,48.74
ITEM000357,ORD000144,PROD00257,7,751.75,36.45
ITEM000358,ORD000144,PROD00187,5,221.85,43.86
ITEM000359,ORD000145,PROD00166,7,16.59,88.36
ITEM000360,ORD000145,PROD00204,5,85.31,39.45
ITEM000361,ORD000145,PROD00340,3,1334.08,94.84
ITEM000362,ORD000145,PROD00273,8,1102.5,79.98
ITEM000363,ORD000146,PROD00333,7,1006.21,92.36
ITEM000364,ORD000146,PROD00399,2,1586.46,12.61
ITEM000365,ORD000147,PROD00513,-2,108.82,82.98
ITEM000366,ORD000147,PROD00440,1,871.49,28.95
ITEM000367,ORD000147,PROD00498,7,499.26,15.25
ITEM000368,ORD000148,PROD00256,2,1729.01,99.43
ITEM000369,ORD000148,PROD00254,7,400.83,70.65
ITEM000370,ORD000149,PROD00515,4,1985.14,59.12
ITEM000371,ORD000150,PROD00235,7,81.54,99.04
ITEM000372,ORD000150,PROD00150,10,403.29,86.44
ITEM000373,ORD000151,PROD00418,4,447.44,42.61
ITEM000374,ORD000151,PROD00063,1,612.06,26.92
ITEM000375,ORD000151,PROD00288,7,497.7,89.51
ITEM000376,ORD000151,PROD00187,1,1322.56,32.16
ITEM000377,ORD000152,PROD00484,10,206.02,18.48
ITEM000378,ORD000152,PROD00504,5,227.5,66.89
ITEM000379,ORD000152,PROD00134,6,1487.15,58.89
ITEM000380,ORD000153,PROD00244,4,1170.73,8.72
ITEM000381,ORD000153,PROD00109,10,245.11,58.66
ITEM000382,ORD000153,PROD00196,8,1851.37,7.49
ITEM000383,ORD000154,PROD00309,4,1069.45,15.37
ITEM000384,ORD000154,PROD00131,9,1424.65,89.16
ITEM000385,ORD000154,PROD00356,8,1261.58,11.74
ITEM000386,ORD000155,PROD00070,9,1863.01,50.39
ITEM000387,ORD000155,PROD00023,5,1394.93,12.89
ITEM000388,ORD000155,PROD00047,1,1589.81,69.38
ITEM000389,ORD000155,PROD00408,9,1741.16,97.15
ITEM000390,ORD000156,PROD00449,7,1127.18,39.02
ITEM000391,ORD000156,PROD00279,1,324.21,21.78
ITEM000392,ORD000157,PROD00526,9,521.38,85.25
ITEM000393,ORD000158,PROD00275,3,451.74,53.36
ITEM000394,ORD000158,PROD00299,3,1884.38,27.78
ITEM000395,ORD000158,PROD00137,1,1286.61,24.9
ITEM000396,ORD000159,PROD00119,-3,1267.2,97.22
ITEM000397,ORD000159,PROD00333,9,531.76,13.36
ITEM000398,ORD000160,PROD00333,1,1648.74,21.93
ITEM000399,ORD000160,PROD00287,1,1077.09,97.88
ITEM000400,ORD000160,PROD00109,7,1891.58,25.73
ITEM000401,ORD000161,PROD00453,5,411.82,62.98
ITEM000402,ORD000161,PROD00405,4,1460.97,43.39
ITEM000403,ORD000162,PROD00491,3,921.48,81.56
ITEM000404,ORD000162,PROD00181,8,1886.99,18.04
ITEM000405,ORD000163,PROD00022,3,1635.91,68.74
ITEM000406,ORD000163,PROD00193,2,855.66,45.5
ITEM000407,ORD000163,PROD00413,9,278.9,75.04
ITEM000408,ORD000164,PROD00103,1,224.52,1.36
ITEM000409,ORD000165,PROD00136,2,538.97,93.86
ITEM000410,ORD000166,PROD00010,2,1087.03,81.83
ITEM000411,ORD000167,PROD00208,10,1785.32,81.55
ITEM000412,ORD000168,PROD00340,4,116.47,69.2
ITEM000413,ORD000168,PROD00127,-1,210.12,29.67
ITEM000414,ORD000168,PROD00524,7,287.96,91.22
ITEM000415,ORD000169,PROD00233,3,709.85,28.68
ITEM000416,ORD000170,PROD00116,2,452.92,95.65
ITEM000417,ORD000170,PROD00289,10,670.78,36.05
ITEM000418,ORD000170,PROD00087,10,306.45,42.86
ITEM000419,ORD000170,PROD00343,7,304.69,66.73
ITEM000420,ORD000171,PROD00294,2,545.83,49.93
ITEM000421,ORD000171,PROD00378,2,1578.77,86.17
ITEM000422,ORD000171,PROD00153,3,643.91,39.06
ITEM000423,ORD000172,PROD00069,7,1919.37,27.85
ITEM000424,ORD000172,PROD00093,3,367.84,38.5
ITEM000425,ORD000172,PROD00327,8,1388.37,41.39
ITEM000426,ORD000172,PROD00342,4,769.45,54.93
ITEM000427,ORD000173,PROD00236,10,1431.27,52.69
ITEM000428,ORD000173,PROD00225,4,726.61,20.33
ITEM000429,ORD000173,PROD00018,8,1915.44,92.09
ITEM000430,ORD000173,PROD00062,6,1698.26,86.68
ITEM000431,ORD000174,PROD00302,9,1943.78,91.3
ITEM000432,ORD000174,PROD00249,4,116.45,13.78
ITEM000433,ORD000175,PROD00387,7,746.51,70.14
ITEM000434,ORD000175,PROD00076,10,1741.6,3.02
ITEM000435,ORD000176,PROD00145,2,29.89,83.11
ITEM000436,ORD000176,PROD00427,3,942.18,14.01
ITEM000437,ORD000176,PROD00307,6,890.73,64.48
ITEM000438,ORD000177,PROD00294,1,1762.91,3.21
ITEM000439,ORD000178,PROD00516,7,1666.2,67.99
ITEM000440,ORD000178,PROD00466,5,1838.7,50.19
ITEM000441,ORD000179,PROD00434,5,1946.38,52.15
ITEM000442,ORD000179,PROD00129,7,1239.99,21.89
ITEM000443,ORD000180,PROD00080,8,957.45,65.27
ITEM000444,ORD000180,PROD00415,3,114.07,37.15
ITEM000445,ORD000181,PROD00200,2,160.23,60.32
ITEM000446,ORD000181,PROD00344,-3,329.71,10.65
ITEM000447,ORD000181,PROD00217,5,379.55,20.17
ITEM000448,ORD000181,PROD00034,2,1953.44,56.48
ITEM000449,ORD000182,PROD00047,2,1887.3,0.85
ITEM000450,ORD000182,PROD00366,7,1002.93,31.45
ITEM000451,ORD000182,PROD00401,3,1406.8,9.74
ITEM000452,ORD000182,PROD00418,9,206.5,80.75
ITEM000453,ORD000183,PROD00025,7,956.52,86.88
ITEM000454,ORD000183,PROD00039,3,1366.34,7.88
ITEM000455,ORD000184,PROD00238,3,1538.81,16.1
ITEM000456,ORD000185,PROD00459,6,585.23,62.35
ITEM000457,ORD000185,PROD00442,7,482.03,99.7
ITEM000458,ORD000185,PROD00077,10,1257.44,49.75
ITEM000459,ORD000186,PROD00147,5,1096.54,96.89
ITEM000460,ORD000187,PROD00511,6,343.59,29.56
ITEM000461,ORD000188,PROD00287,6,183.01,17.92
ITEM000462,ORD000189,PROD00265,5,1527.48,44.2
ITEM000463,ORD000189,PROD00144,10,979.08,36.35
ITEM000464,ORD000189,PROD00294,10,1834.69,12.9
ITEM000465,ORD000189,PROD00376,10,1904.33,37.37
ITEM000466,ORD000190,PROD00519,1,1243.12,64.39
ITEM000467,ORD000190,PROD00251,9,20.85,85.31
ITEM000468,ORD000190,PROD00298,10,801.56,7.3
ITEM000469,ORD000190,PROD00398,2,701.13,46.85
ITEM000470,ORD000191,PROD00112,2,1835.33,92.25
ITEM000471,ORD000191,PROD00444,6,133.62,34.24
